"","text","country","source"
"1886","@theworldinx @trustedcanada #ohcanada does this mean my #psion will increase #dreamer","","Twitter for iPad"
"1887","incredibly proud and grateful to be a part of such an amazing team! happy and safe canada day weekd!  #ohcanada #team #work #canada #moncton #newbrunswick #grateful #teamworkmakesthedreamwork #proud ///7xw4zlbokj ///rmmygdmz6g","","IFTTT"
"1888","@dougkass now research where she actually wt to elemtary school wh she was so called bussed to school#ohcanada","","Twitter for iPad"
"1889","#repost revorm_pharma#canadianfg #canadaday2018 #mapleleaf #loveourcountry #summerfun #ohcanada #canadaday #happycanadaday #canada #canadian ///yg07ox3ijs","","Instagram"
"1890","@trancemusic247 could be mate the national team have also done well at gold cup rectly the ti is turning #ohcanada ","","Twitter for iPhone"
"1891","thank you canada for welcoming this jobless youth wh everyone else pretd like i dont exist i love you forever #ohcanada #canadianimmigrant  ///pzemqdc9bl","","Twitter for iPhone"
"1892","@orlovachess @chesscom game on canadiafrid! prepare to be challged #womchess #ohcanada #hugemistake #whatamithinking #hopeshetimesoutagain #chessconnectsus","","Twitter for iPad"
"1893","promo co is 25eh for 25% off purchases #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #igerscanada #dominionday #fteducanada #nationaldayofcanada #constitutionact1867 #novascotia, #newbrunswick #lejourconfdration #canadaact #4thofjuly ///wrvnedxx","","Twitter for iPhone"
"1894","kathryn drew finishing sub-19 hours in 8th at @wser!  #ws100 #ohcanada ///fspci8mc6h","","Twitter for iPhone"
"1895","#ohcanada","","Twitter for Android"
"1896","#ohcanada my fg will be flying high on monday in palmdale, california please sd poutine, maple syrup and health care ///bduww5liul","","Twitter for iPhone"
"1897","#ohcanada see what happs wh you aim for good, not great ///ooencsb6qj","","Twitter for iPad"
"1898","#ohcanada i ev miss (some) of the conservatives the ones with integrity anyway ///qekjxgmwic","","Twitter for iPhone"
"1899","happy canada day weekd  tell us, what are you up to this weekdwe are closed monday july 1st  enjoy your weekd whatever you may be up to  #canadaday #ohcanada #roadtrip #fireworks #camcrkford ///stkebaiwgh","","Instagram"
"1900","happy #canadadayweekd everyone! we hope you party safe and responsibly #ohcanada #globalcalgary #yyc #calgary #rabbit #bunny ///aitnolisec","","Twitter for iPhone"
"1901","going topless for canada day! #geotracker #vanlife #ohcanada #beautifulbc @ west vancouver, british columbia ///uquzimy1p0","Canada","Instagram"
"1902","#ohcanada ///lsz1gd1oda","","Twitter for iPhone"
"1903"," boom finals  canwvb take it 3 buzz over #croatia to advance to the fivbvnl_official #challgercup final tomorrow eving #ohcanada #truorthstrong @vballcanada teamcanada @ lima, peru ///fllze76ui8","","Instagram"
"1904","todaylake ontario#myontario#ohcanada @ niagara-on-the-lake, ontario ///m8prvfgsp9","","Instagram"
"1905","the perfect way to celebrate the big 1-5-2!  #canada #canadaday #beautifulbc #ohcanada #okanagan ///dvg5nldxtv ///na29dwcwrj","","IFTTT"
"1906","sky for miles! #keoganagan #beautifulbc #canadaday #ohcanada #kelife #pnw #besast ///7h4jpmb8hk ///pinbotkryz","","IFTTT"
"1907","#terrceandphillip #bmecanadaday im your guy, frid #southpark  #ohcanada ///ug6shpcnry","","Instagram"
"1908","#ohcanada demons only look good for so longas soon as that split tongue comes out people will come together to feat you cue the alphabet guy ///8iiephl8e8","","Twitter Web Client"
"1909","i smile at strangers wh i walk down the street and wh i shop in the grocery store i dont think ive felt like i ever belonged until i wt to canada time to start pnning  #ohcanada","","Twitter for iPhone"
"1910","yall, did you know that niagara falls is only an hour from the airport  #niagarafalls #thevacathatneverds #ohcanada @ niagara falls, ontario ///tdjjwhjhiq","Canada","Instagram"
"1911","the #rcaf will conduct flybys on july 1, 2019, as part of several canada day celebrations in communities across the country to find out where the flybys are happing on canada day, visit ///3x5uvfesua #myrcaf #ohcanada #canadaday #canada152 #mycafmycanada ///yr2dwz4k0j","","Twitter for Android"
"1912","wishing everyone a safe and happy #canadadayweekd  #petsafety #animalwelfare #canadaday2019 #woofeh #ohcanada ///yqydxfc63c","","Twitter for iPhone"
"1913","#ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #igerscanada #dominionday #fteducanada #nationaldayofcanada #newbrunswick #lejourconfdration #canadaact #toronto #ontario #vancouver #raptors #wethorth #love #instagood #photooftheday #beautiful #happy ///mw4zrrzuf9","","Twitter Web Client"
"1914","oh noooooo!!! #ohcanada","","Twitter for iPhone"
"1915","being irresistible is wh, on a canada day weekd, you saw a beautiful red-white maple leaf fg, flying over by the porch of a gorgeous house, you started singing oh canada @cpcvolunteer #canadadaylongweekd #proudcanadian #ohcanada #victoryisknocking #kwawesome #cdnpoli ///p1cdki3jqk","","Twitter for iPhone"
"1916","@realdonaldtrump can be an illigitmate prez (ask jimmy carter!) &; can try to steal this election, but hell never break californias vironmtal protections! our ag will tie the epa up in court until he is impeached or defeated in 2020!!!i @justintruau &; #ohcanada! ///jkhzifm4tc","","Twitter Web Client"
"1917","#awesome #ohcanada  ///kllqxffejn","United Kingdom","Twitter for iPhone"
"1918","just crossed the #borr and guess which of these is his #firststop#ohcanada#sarnia#coffee#livingourbestlife#bickersonsontheroad @ tim hortons ///9bxhwuv4ws","","Instagram"
"1919","we are #op #saturday &; #sunday from 10am to 3pm as usual th we are #closed on #monday for #canadaday we are back to our normal schedule on #tuesday from 9am to 7pm! #happycanadaday everyone #ohcanada #canadaday #canada #canadian #fteducanada #nationaldayofcanada ///923kovrqnl","","Hootsuite Inc."
"1920","  | happy long weekd everyone, or as real estate agts like to call it, the start of another work week! what are your pns for canada day ***#canadaday #longweekd #ohcanada @ vancouver, british ///e6j5nsbomy","Canada","Instagram"
"1921","#ohcanada #canadadaylongweekd #saturday #june 29 insi #palmpace #brton everyone #free b4 1130 6476541204 ///y1ujk3apr8","","Instagram"
"1922","#tonight #ohcanada #canadadaylongweekd #saturday #june 29 insi #palmpace #brton everyone #free b4 1130 6476541204 ///p5do7pilo5","","Instagram"
"1923","#tonight #ohcanada #canadadaylongweekd #saturday #june 29 insi #palmpace #brton everyone #free b4 1130 6476541204 ///xwyf4htpm7","","Instagram"
"1924","#ohcanada #canadadaylongweekd #saturday #june 29 insi #palmpace #brton everyone #free b4 1130 6476541204 ///yfvgqbldjx","","Instagram"
"1925","#ohcanada #canadadaylongweekd #saturday #june 29 insi #palmpace #brton everyone #free b4 1130 6476541204 ///dy5wcvkcpe","","Instagram"
"1926","mystique and all her furry frids wish happy 152nd birthday to canada, the most pristine pce on pce on pnet earthwere gonna chill on monday 1st july, catch-up with you guys on tuesday#ohcanada #pristine #furry #cityofsurrey #cloverdale #sullivanheights #surrey604 ///nnctou2gpy","","Twitter for iPhone"
"1927","i never tire of hearing our anthem i love this montage and everything we stand for #ohcanada ///zvxfiashlv","","Twitter for iPhone"
"1928","a room with a view                                 #thefalls #ohcanada ///wbvodhnefv","","Twitter for iPhone"
"1929","@toddsmithpc @fordnation @quintewest @canadianalf914 amazing! thanks for sharing! #ohcanada","","Twitter Web App"
"1930","happy canada day  i was not born here but i am super proud to be canadian canada is 100% the best country in the world! its the nd of opportunity  together we grow#standonguardforthee #ohcanada #canadaday ///zxswvvc4pl","Canada","Twitter for iPhone"
"1931","smile, ugh and joy! the best time of the year is here &; we all are ready to party &; celebrate it is canada day weekd!!!!warm wishes on canada day to you and your family -- and a have a great summer!!! #ohcanada #canadaday #maincanada #happycanadaday #canada ///fuaz3nwzr3","","Twitter Web Client"
"1932","#ohcanada ///qciwmycpr0","","Twitter for Android"
"1933","4pm today the ms team take on haiti in the gold cup quarter-finals#soccer #football #canada #teamcanada #ohcanada #goldcup #quarterfinals #concacaf ///vsjbubxgmi","","Twitter for Android"
"1934","have a safe and happy #canadaday long weekd! from all of us at mno s martin #ohcanada #kwawesome ///te7bxpty7z","","Sprout Social"
"1935","sces from a summer weekd #summer #longweekd #ohcanada #honeybee #kayleecat #willowbaby#zucchini #giantcatnip #garntime #nofilter ///qayasba8xm","","Instagram"
"1936","canadas uncharted conservation approach highlighted in @scicemagazine""canada has committed to protect at least 10% of its coastal and marine area by 2020"" #ohcanada///f57cicvbpk","","Twitter Web Client"
"1937","sad but blessed  #amawaterways #amastel #danube met some great people and saw some great sights and had some great times  back to #ohcanada  #budapest ///qilegtyf7u","","Twitter for iPhone"
"1938","celebrate the canada day long weekd with us! @therecroomca is offering a $25 game tag for $20 until july 1 #areyougame #canadadayweekd #ohcanada ///dhv4mv1w5u","Canada","Twitter for iPhone"
"1939","#ohcanada #snowbirds #barrie ///zxdjshdxr1","","Twitter for iPhone"
"1940","we are te in doing so, but we finally have booked our lodgings for our family trip to toronto at the d of august if you are in that area and would like to meet up, dm me, and lets make pns! -) #abouttime #ohcanada ///knokknzdbh","","Twitter Web Client"
"1941","just chilling and swimming in a pond #ohcanada ///fjyi68h8jf","","Twitter for iPhone"
"1942","what the july long weekd looks like in canada ! outdoor fun, games, bbqs and of@course, fireworks!  #travellingeye #judybishop #canada #ohcanada #canadaday #chair #getoutsi #kelowna #kelownaliving ///hmrja3dsqf","Canada","Instagram"
"1943","ready for #canadaday #canadastrongman #proudcanadian #canadastrong #ohcanada #ourhomeandnativend #july1st @ oakville, ontario ///9ga8ctnrdw","Canada","Instagram"
"1944","#ohcanada #sugarcookies come find us on monday @ victoria fields for the  canada day celebrations!! lots of goodies for everyone - regur and our full keto selections will be avaible too!!! #familydayfun ///7ef0c6onde","Canada","Instagram"
"1945","im the 5th red poncho from the bottom pointy corner on the right! cant you tell #standproud #ohcanada #gwr ///3txqsrqqwd","","Twitter for iPhone"
"1946","#ohcanada ///5crwnqdcke","","Twitter for iPhone"
"1947","this is how we roll up in the great white north saskatoon man buys canoe with briefcase full of canadian tire money #ohcanada  ///jvwatyplur","","Twitter for iPhone"
"1948","ready to go  happy canada day, everyone! see you at the games #africancanadian #teamnamibia #teamzimbabwe #soccer #ohcanada #yeg ///xv7hc3xw5q ///ff2s6fizc9","Canada","Twitter for Android"
"1949","happy canada day long weekd! so many fun evts to consir in all of our beautiful area communities just search your towns fb page and youll see whats up!#canadaday #familyfun #wasagabeach #collingwood #bluemountain #stayner #ohcanada #grateful","","Facebook"
"1950","#ohcanada #canadaday #saucymouth #bonavista #summer #streetfries #nlcraftsoda #beyondburger #foodtruck #foodtrucks #supportlocal #eatlocal","","Twitter for iPhone"
"1951","both downtown and grange locations will be closed this holiday monday have fun in the sun and happy canada day  #canadaday2019 #ohcanada ///zvyd5ukbmr","","Instagram"
"1952","if your canada day weekd pylist doesnt inclu @skyewalce  are you actually canadian   #canadianpylist #ohcanada #canadianmusic #amicanadian #proveyourecanadian","Canada","Twitter for iPhone"
"1953","oh canada, we stand on guard for thee celebrate #canadaday with a burger and an alberta craft brew what are you doing to celebrate @caravelcraftbrewery @dandyalesyyc #yyc #yycbeer #ohcanada #albertabeer ///y89e9kzsbg ///zbnfb6fhcq","","Hootsuite Inc."
"1954","happy canada day! special ""all canadian"" night for totally twisted trivia souwestbarandgrill tueday july 22nd  hope to see you there! #ohcanada #trivia #thenewkohoshow ///3s1hs706lx","","Instagram"
"1955","#proud to be showing off our #canadianfg at #curbsifoods #foodtrucks #oakville #mississauga #hamilton #burlington #ohcanada #canadaday #happycanadaday #canada #canadian #loveourcountry #eh #wethorth #wethefoodies #mybirthdayweekd #fireworks #partytime #canadaday2019 ///7wku3ir4b7","Canada","Twitter for iPhone"
"1956","@foodnetworkca im thinking @timhortons  and anything ma with maple syrup  #ohcanada","","Twitter Web Client"
"1957","we hope you are joying time with family &; frids on this long canada day weekd! #ohcanada #vancouver ///5jgjhxqw2m","","Sprinklr"
"1958","happy canada day long weekd @landsharkca #dontmindifido #ndshark #ohcanada #cheers #poolsop ///gyodx33rft","","Twitter for Android"
"1959","if you want to celebrate canada day safely in albertas beautiful outdoors, remember that fireworks are not permitted in the forest protection area without writt permission from a forest officer#ohcanada #fireworks#abwildfire ///otapldq52h","","Twitter Web Client"
"1960","yoooo!! the only thing missing is the curb your enthusiasm theme music!! lmao #ohcanada du is a loser!! #learncoding @justintruau  ///a2b4svh8ee","","Twitter Web App"
"1961","oh canada! westshore town ctre is ready for the long weekd - let us help you get geared up!///wsppz412ea#blogger #westshoreblogger #westshorebc #shopwestshore #westshorebestshore #canadaday #ohcanada #canadiangear #westshoretownctre #wtc #wevegotyoucovered ///qnm9pfxo22","","Hootsuite Inc."
"1962","qe home - quilts etc wants to celebrate canada day with you this weekd! take an additional 20% off all regur and sale items up to 50% off! ask in store for more info#qehome #quiltsetc #canadaday #ohcanada #shopwestshore #westshorebc #westshoretownctre #wtc ///pd8h0bjwak","","Hootsuite Inc."
